title,store,original_price,current_price,unit_price,unit
"Gāzēts dzēriens OKF Peach 0,35L (2.26 €/l); (4.54 €/l)",maxima.lv,,0.79,2.26,€/l
Siers Sinfonia ar Prosecco FDM 150g (23.27 €/kg); (33.27 €/kg),maxima.lv,,3.49,23.27,€/kg
Siers ar trifelēm FIOR DI MASO 170g (20.53 €/kg); (29.35 €/kg),maxima.lv,,3.49,20.53,€/kg
Siers Sinfonia ar sarkanu vīnu FDM 150g (23.27 €/kg); (33.27 €/kg),maxima.lv,,3.49,23.27,€/kg
Cīsiņi 67 Lil' Bitez ar mērci ĀDAŽI 430g (5.33 €/kg); (8.35 €/kg),maxima.lv,,2.29,5.33,€/kg
Nageti 67 Nuggz ar mērci ĀDAŽI 500g (5.98 €/kg); (7.98 €/kg),maxima.lv,,2.99,5.98,€/kg
Kukurūzas uzkoda TAKIS Buckin Ranch 100g (24.90 €/kg); (34.90 €/kg),maxima.lv,,2.49,24.90,€/kg
Kūpināts liellopa šķiņķis Fit NOO 90g (18.78 €/kg); (31.00 €/kg),maxima.lv,,1.69,18.78,€/kg
Siers Camembert TUREK High Protein 120g (13.52 €/kg); (19.12 €/kg),maxima.lv,,1.69,14.08,€/kg
Cepumi Bts ar karam. pank. garšu OREO 157g (10.76 €/kg); (15.86 €/kg),maxima.lv,,1.69,10.76,€/kg
Majonēze HELLMANN'S ar trifelēm 250ml (7.96 €/kg); (12.76 €/kg),maxima.lv,,1.99,7.96,€/l
Želej. konfektes persiku HOLEE MOLEE! 70g (21.29 €/kg); (32.71 €/kg),maxima.lv,,1.49,21.29,€/kg
Želejas konfektes mango HOLEE MOLEE! 70g (21.29 €/kg); (32.71 €/kg),maxima.lv,,1.49,21.29,€/kg
Žel. konfektes vīnogu HOLEE MOLEE! 70g (21.29 €/kg); (32.71 €/kg),maxima.lv,,1.49,21.29,€/kg
Led. sula ar zemeņ. garš. CHUPA CHUPS 250ml (5.96 €/l); (7.96 €/l),maxima.lv,,1.49,5.96,€/l
Karsti kūpināts cāļa šķiņķis Fit NOO 90g (14.37 €/kg); (22.11 €/kg),maxima.lv,,1.29,14.33,€/kg
Led. sula ar kolas garš. CHUPA CHUPS 250ml (5.96 €/l); (7.96 €/l),maxima.lv,,1.49,5.96,€/l
"Dzēr. ALLDEYNN Collag. ķiršu-āb. g.  0,33L D (3.61 €/l); (5.42 €/l)",maxima.lv,,1.19,3.61,€/l
Karsti kūpin. tītara fileja Fit NOO 90g (16.56 €/kg); (25.44 €/kg),maxima.lv,,1.49,16.56,€/kg
Proteīna kokteilis QNT zemeņu 330ml (8.45 €/l); (12.09 €/l),maxima.lv,,2.79,8.45,€/l
Proteīna kokteilis QNT šokolādes 330ml (8.45 €/l); (12.09 €/l),maxima.lv,,2.79,8.45,€/l
Proteīna kokteilis QNT vaniļas 330ml (8.45 €/l); (12.09 €/l),maxima.lv,,2.79,8.45,€/l
"Liellopa gaļas uzkoda JACK LINK'S 22,5g (70.67 €/kg); (110.67 €/kg)",maxima.lv,,1.59,70.67,€/kg
"Enerģ. dz. RED BULL White Edition 0,25L D (6.03 €/l); (9.06 €/l)",maxima.lv,,1.99,7.96,€/l
Kolag. baton. šok. aven. kokosr. ALLDEYNN 40g (39.75 €/kg); (54.75 €/kg),maxima.lv,,1.59,39.75,€/kg
"Enerģ. dzēr. RED BULL Blue Edition 0,25L D (7.96 €/l); (11.96 €/l)",maxima.lv,,1.99,7.96,€/l
Kolag. baton. šok. mango kokosr. ALLDEYNN40g (39.75 €/kg); (54.75 €/kg),maxima.lv,,1.59,39.75,€/kg
Kolagēna šots ALLDEYNN 80ml (18.63 €/l); (28.63 €/l),maxima.lv,,1.49,18.62,€/l
"En. dz. RED BULL Pink Ed. Sugarfree 0,25L D (7.96 €/l); (11.96 €/l)",maxima.lv,,1.99,7.96,€/l
Proteīna bat. Cinnamon Bun BAREBELLS 55g (43.45 €/kg); (59.82 €/kg),maxima.lv,,2.39,43.45,€/kg
Eletrolītu pulver. citrus. laim. PUNCHY 34g (235.00 €/kg); (323.24 €/kg),maxima.lv,,7.99,235.00,€/kg
Elektrolītu pulver. tropu gaum. PUNCHY 34g (235.00 €/kg); (323.24 €/kg),maxima.lv,,7.99,235.00,€/kg
"Enerģ. dz. PERFECTTED Matcha ķiršu 0,25L D (8.76 €/l); (11.96 €/l)",maxima.lv,,2.19,8.76,€/l
"En. dz. PERFECTTED Matcha zemeņu 0,25L D (8.76 €/l); (11.96 €/l)",maxima.lv,,2.19,8.76,€/l
Plāni sv. cepumi Minions kafijas garš. 80g (18.63 €/kg); (24.88 €/kg),maxima.lv,,1.49,18.62,€/kg
Kausētais siers PRESIDENT ar sēnēm 120g (8.25 €/kg); (16.58 €/kg),maxima.lv,,0.99,8.25,€/kg
Kausētais siers PRESIDENT ar zaļum. 120g (8.25 €/kg); (16.58 €/kg),maxima.lv,,0.99,8.25,€/kg
Biskvīta maiz. banānu garšas pild. A1 62g (12.74 €/kg); (15.97 €/kg),maxima.lv,,0.79,12.74,€/kg
Kartup. plāksn. LONGCHIPS salami picas 75g (9.20 €/kg); (10.53 €/kg),maxima.lv,,0.69,9.20,€/kg
Krekeri ķiploka un kvinojas Bibizan 300g (8.97 €/kg); (11.63 €/kg),maxima.lv,,2.69,8.97,€/kg
3D persiku saldējums uz koc.  BOUJEE 75g (19.87 €/kg); (26.53 €/kg),maxima.lv,,1.99,26.53,€/kg
Krekeri trifeles un šķiņķa Bibizan 300g (8.97 €/kg); (11.63 €/kg),maxima.lv,,2.69,8.97,€/kg
Kart. plāksn. LONGCHIPS rozmar. olīveļļ. 75g (9.20 €/kg); (10.53 €/kg),maxima.lv,,0.69,9.20,€/kg
Šķiedrv. kolag. kompl. ACORUS BALANCE 300g (26.63 €/kg); (53.30 €/kg),maxima.lv,,7.99,26.63,€/kg
"Gāz. dz. SCHWEPPES Pink Grapefruit 0,33L D (2.09 €/l); (3.79 €/l)",maxima.lv,,0.69,2.09,€/l
"3D zemeņu saldējums uz kociņa BOUJEE 75g (19.87 €/kg); (26,53 €/kg)",maxima.lv,,1.99,26.53,€/kg
3D mango saldējums uz kociņa BOUJEE 75g (19.87 €/kg); (26.53 €/kg),maxima.lv,,1.99,26.53,€/kg
"Gāz. dz. SCHWEPPES Orange Passion 0,33L D (2.09 €/l); (3.79 €/l)",maxima.lv,,0.69,2.09,€/l
Piena šokolāde Caramel Nut CADBURY 200g (18.92 €/kg); (33.28 €/kg),maxima.lv,,3.69,18.45,€/kg
Piena šokolāde Nutty Crisp CADBURY 180g (18.92 €/kg); (33.28 €/kg),maxima.lv,,3.69,20.50,€/kg
Piena šokolāde CADBURY Biscoff 195g (18.92 €/kg); (33.28 €/kg),maxima.lv,,3.69,18.92,€/kg
Šokolādes bat. lazdu riekstu TWIX 46g (25.87 €/kg); (38.91 €/kg),maxima.lv,,1.19,25.87,€/kg
Žel. konf. Fruit Lollies ROWNTREES 130g (9.92 €/kg); (15.31 €/kg),maxima.lv,,1.29,9.92,€/kg
Žel. konf. Sour Watermelon ROWNTREES 130g (9.92 €/kg); (15.31 €/kg),maxima.lv,,1.29,9.92,€/kg
"Dzēr. GATORADE Isotonic Blue Rasp. 0,5L D (2.78 €/l); (3.58 €/l)",maxima.lv,,1.39,2.78,€/l
"Dzēriens GATORADE Isotonic Lemon 0,5L D (2.78 €/l); (3.58 €/l)",maxima.lv,,1.39,2.78,€/l
Kreatīna želejkonfektes VPLAB 60gab.  (0.13 €/kg); (0.18 €/kg),maxima.lv,,7.99,,
"Dzēriens GATORADE Isotonic Orange 0,5L D (2.78 €/l); (3.58 €/l)",maxima.lv,,1.39,2.78,€/l
Šokol. baton. White Multipack LION 5x30g (13.27 €/kg); (23.27 €/kg),maxima.lv,,1.99,66.33,€/kg
Šok. bat. BlackWhite Multipack LION 5x30g (13.27 €/kg); (23.27 €/kg),maxima.lv,,1.99,66.33,€/kg
Kruasana tostermaiz. New York Bakery 380g (10.50 €/kg); (13.13 €/kg),maxima.lv,,3.99,10.50,€/kg
Dateles DAVE&JON'S šokolādes 125g (18.32 €/kg); (23.92 €/kg),maxima.lv,,2.29,18.32,€/kg
Dateles DAVE&JON'S zemeņu kokt. 25g (18.32 €/kg); (23.92 €/kg),maxima.lv,,2.29,91.60,€/kg
Dateles DAVE&JON'S Sweet Peach 125g (18.32 €/kg); (23.92 €/kg),maxima.lv,,2.29,18.32,€/kg
