title,store,original_price,current_price,unit_price,unit
Tualetes papīrs GRITE Blossom 3k.  8r.  (0.37 €/gab); (0.59 €/gab),maxima.lv,,2.99,,
Tīr. līdz.  KVADRO kaļķ.  rūsas noņ.  700ml (4.84 €/l); (7.13 €/l),maxima.lv,,3.39,4.84,€/l
Tīr. līdz. cepeškr. grila&plīt. KVADRO 700ml (5.13 €/l); (7.79 €/l),maxima.lv,,3.59,5.13,€/l
Roku kr.  NIVEA Aloe Vera&Jojoba Oil 75ml (30.53 €/l); (50.53 €/l),maxima.lv,,2.29,30.53,€/l
Ikd. ieliktn. LIBRESSE Normal Multi 58gab.  (0.04 €/gab); (0.06 €/gab),maxima.lv,,2.49,,
Dušas želeja L'ANGELICA kokosr.  500ml (7.18 €/l); (10.98 €/l),maxima.lv,,3.59,7.18,€/l
Mazg. līdz.  JOHNSON'S Top-to-Toe 500ml (7.98 €/l); (13.18 €/l),maxima.lv,,3.99,7.98,€/l
Mitrinošs gēls GARNIER Aloe sejai 50ml (99.80 €/l); (175.80 €/l),maxima.lv,,4.99,99.80,€/l
Protēžu fiks. krēms COREGA Gum Care 40g (124.75 €/kg); (189.75 €/kg),maxima.lv,,4.99,124.75,€/kg
Sejas kr. L'OREAL Hyaluron Spec. dien. 50ml (149.80 €/l); (259.80 €/l),maxima.lv,,7.49,149.80,€/l
Acu kr. L'OREAL Hyaluron Specialist 15ml (499.33 €/l); (866.00 €/l),maxima.lv,,7.49,499.33,€/l
Maska GARNIER Hyaluronic Aloe salvete (2.29 €/gab); (3850.00 €/gab),maxima.lv,,2.29,,
Mutes skal. līdz. LISTERINE Mild Taste 1L (6.49 €/l); (10.99 €/l),maxima.lv,,6.49,6.49,€/l
Dezinfekc. līdz. KVADRO 70% etanols 700ml (5.70 €/l); (8.56 €/l),maxima.lv,,3.99,5.70,€/l
Micel. ūd. GARNIER Hyaluronic Aloe 400ml (14.97 €/l); (27.98 €/l),maxima.lv,,5.99,14.98,€/l
Dušas želeja NIVEA Care&Apricot 500ml (7.98 €/l); (13.58 €/l),maxima.lv,,3.99,7.98,€/l
Lūpu balzams DZINTARS Dubulti aizsarg. 4g (572.50 €/gab); (897.50 €/gab),maxima.lv,,2.29,572.50,€/kg
Toniks DZINTARS Roja mitrin. sejai 200ml (24.95 €/l); (38.45 €/l),maxima.lv,,4.99,24.95,€/l
Sejas krēms DZINTARS Roja mitrinošs 50ml (155.80 €/l); (239.80 €/l),maxima.lv,,7.79,155.80,€/l
Sejas krēms DZINTARS Roja barojošs 50ml (169.80 €/l); (259.80 €/l),maxima.lv,,8.49,169.80,€/l
Mazg. līdz. grīdai VICI Spring Blossom 1L (2.39 €/l); (3.19 €/l),maxima.lv,,2.39,2.39,€/l
Traipu tīr. līdz. MAYERI pre-wash 250ml (12.76 €/l); (19.96 €/l),maxima.lv,,3.19,12.76,€/l
Veļas mazg. lap. DR. BECKMANN Color 25m. r.  (0.20 €/gab); (0.28 €/gab),maxima.lv,,4.99,,
Ķermeņa skrubis BIO2YOU Kafija 200ml (19.95 €/l); (40.95 €/l),maxima.lv,,3.99,19.95,€/l
Tualetes bloks SANO Lavender 55g (39.82 €/kg); (58.00 €/kg),maxima.lv,,2.19,39.82,€/kg
Tīrīšanas līdz. KVADRO universālais 700ml (3.70 €/l); (5.70 €/l),maxima.lv,,2.59,3.70,€/l
Dez. NIVEA Black&White Inv. zīm. siev. 50ml (59.80 €/l); (115.80 €/l),maxima.lv,,2.99,59.80,€/l
Dez. NIVEA Men Black&White Orig. zīm. 50ml (59.80 €/l); (115.80 €/l),maxima.lv,,2.99,59.80,€/l
Hig. pak. LIBRESSE Ultra Normal Mega 38gb.  (0.13 €/gab); (0.18 €/gab),maxima.lv,,4.99,,
"Veļas pulv. ARIEL Color 20m. r.  1,1kg (6.17 €/kg); (10.90 €/kg)",maxima.lv,,6.79,6.17,€/kg
"Veļas pulv. ARIEL MSpring 20m. r.  1,1kg (6.17 €/kg); (10.90 €/kg)",maxima.lv,,6.79,6.17,€/kg
Matu maska REVIVOR Betula 500ml (9.18 €/l); (13.18 €/l),maxima.lv,,4.59,9.18,€/l
Veļas balinātājs MAYERI Liilia 1L (1.45 €/l); (1.99 €/l),maxima.lv,,1.45,1.45,€/l
Šķīst. tabletes HERB'S Vitamin C 20gab.  (0.06 €/gab); (0.10 €/gab),maxima.lv,,1.19,,
Veļas mazg. līdz. PERWOLL Color 20m. r. 1L (4.99 €/l); (8.69 €/l),maxima.lv,,4.99,4.99,€/l
Veļ. mazg. līdz. BONUX Magnolia 18m. r. 900ml (5.10 €/l); (6.99 €/l),maxima.lv,,4.59,5.10,€/l
"Veļas pulv. BONUX Ice Fresh 18m. r. 1,17kg (4.01 €/kg); (5.89 €/kg)",maxima.lv,,4.69,4.01,€/kg
Kondic. SYOSS Intense Plex intens. 250ml (17.96 €/l); (29.96 €/l),maxima.lv,,4.49,17.96,€/l
"Veļas pulv. BONUX Magnolia 18m. r. 1,17kg (4.01 €/kg); (5.89 €/kg)",maxima.lv,,4.69,4.01,€/kg
Veļas mazg. līdz. BONUX Ice Fr. 18m. r. 900ml (5.10 €/l); (6.99 €/l),maxima.lv,,4.59,5.10,€/l
Tr. mazg. kaps. FAIRY Platinum Lem. 45gab.  (0.36 €/gab); (0.57 €/gab),maxima.lv,,15.99,,
Tr. mazg. kaps. FAIRY All in One Lem. 56gb.  (0.22 €/gab); (0.50 €/gab),maxima.lv,,12.49,,
Lūpu maska LANEIGE Berry 20g (649.50 €/kg); (1149.50 €/kg),maxima.lv,,12.99,649.50,€/kg
Papīra dvieļi BLOOM Jumbo 2sl. 1r. 500lap.  (2.89 €/gab); (4.70 €/gab),maxima.lv,,2.89,,
Uztura bagātināt. Kolagēna peptīdi 300g (39.97 €/kg); (73.30 €/kg),maxima.lv,,11.99,39.97,€/kg
Tual. atsv. DOMESTOS Pow. 5 Lime 3x50g (22.60 €/kg); (41.93 €/kg),maxima.lv,,3.39,67.80,€/kg
Kondicionieris GLISS Liquid Silk 200ml (15.95 €/l); (26.95 €/l),maxima.lv,,3.19,15.95,€/l
Šampūns GLISS Liquid Silk 400ml (9.97 €/l); (17.23 €/l),maxima.lv,,3.99,9.98,€/l
Kondicionier. PANTENE Thick&Strong 275ml (14.51 €/l); (24.69 €/l),maxima.lv,,3.99,14.51,€/l
Šampūns PANTENE Thick&Strong 400ml (9.97 €/l); (16.73 €/l),maxima.lv,,3.99,9.98,€/l
Prezervatīvi DUREX Sensual 10gab.  (0.90 €/gab); (1359.00 €/gab),maxima.lv,,8.99,,
Ziepes BIO2YOU Kivi 250g (11.96 €/kg); (19.96 €/kg),maxima.lv,,2.99,11.96,€/kg
Ziepes BIO2YOU Kazas piens 250g (11.96 €/kg); (19.96 €/kg),maxima.lv,,2.99,11.96,€/kg
Tr. mazg. līdz. hipo. MAYERI Aloe Vera 500ml (2.78 €/l); (3.78 €/l),maxima.lv,,1.39,2.78,€/l
Lūpu maska ​​LANEIGE Apple Lime 20g (649.50 €/kg); (1149.50 €/kg),maxima.lv,,12.99,649.50,€/kg
Lūpu maska ​​LANEIGE Grapefruit 20g (649.50 €/kg); (1149.50 €/kg),maxima.lv,,12.99,649.50,€/kg
Tr. mazg. maš. kaps. SOMAT Excell. 4in1 30gab (0.33 €/gab); (0.50 €/gab),maxima.lv,,9.99,,
Mitrās salvet. PAMPERS Sensitive 4x52gab.  (0.03 €/gab); (0.05 €/gab),maxima.lv,,6.49,,
Veļas mazgāš. kaps. ARIEL Extra Clean 60gb (333.17 €/gab); (0.56 €/gab),maxima.lv,,19.99,,
Veļas mazgāš. kapsulas ARIEL Color 70gb (285.57 €/gab); (0.53 €/gab),maxima.lv,,19.99,,
"Veļ. mīkst. LENOR Gold Orchid 59m. r. 1,239L (4.51 €/l); (7.09 €/l)",maxima.lv,,5.59,4.51,€/l
Sejas maskas BIODANCE Collagen 34gx4gb (4.25 €/gab); (6.12 €/gab),maxima.lv,,16.99,,
Trauku mazg. līdz. FAIRY Pure&Clean 900ml (3.32 €/l); (3.99 €/l),maxima.lv,,2.99,3.32,€/l
Notekcaur. tīrīš. granulas EKOnomis 250g (11.96 €/kg); (19.96 €/kg),maxima.lv,,2.99,11.96,€/kg
Tr. mazg. kaps. FAIRY Plat. Lem. Miracl. 31gb.  (0.40 €/gab); (0.90 €/gab),maxima.lv,,12.49,,
Gaisa atsv. MAYERI Sandalwood Whisp. 300ml (8.30 €/l); (11.63 €/l),maxima.lv,,2.49,8.30,€/l
Zobu pasta PARODONTAX CLASSIC 75ml (53.20 €/l); (57.20 €/l),maxima.lv,,3.99,53.20,€/l
Tual. tīr. līdz.  SANO Anti-Kalk WC 750ml (4.52 €/l); (7.05 €/l),maxima.lv,,3.39,4.52,€/l
Matu laka NIVEA apjoma palielin. 250ml (15.96 €/l); (31.16 €/l),maxima.lv,,3.99,15.96,€/l
Matu putas NIVEA apjoma palielin.  150ml (26.60 €/l); (47.27 €/l),maxima.lv,,3.99,26.60,€/l
Ķerm. krēms NIVEA Soft intens. mitrin. 75ml (35.87 €/l); (61.20 €/l),maxima.lv,,2.69,35.87,€/l
Balzams pēc skūš.  NIVEA 100ml (79.90 €/l); (133.90 €/l),maxima.lv,,7.99,79.90,€/l
Gaisa ats. rez. AIRWICK FM Orange fl. 250ml (23.96 €/l); (34.36 €/l),maxima.lv,,5.99,23.96,€/l
"Lūpu balzams NIVEA ESSENTIAL 4,8g (0.48 €/kg); (0.81 €/kg)",maxima.lv,,2.29,477.08,€/kg
Hig. tamponi O. B. PRO COMF. SUPER 32gab.  (0.16 €/gab); (255.94 €/gab),maxima.lv,,4.99,,
Dezod. FA PINK PASSION izsmidz. 150ml (18.60 €/l); (31.27 €/l),maxima.lv,,2.79,18.60,€/l
Hig. tamponi TAMPAX COMPAK SUPER 16gab.  (0.25 €/gab); (0.36 €/gab),maxima.lv,,3.99,,
Hig. tamponi TAMPAX COMPAK SUPER+ 16gab.  (0.25 €/gab); (0.36 €/gab),maxima.lv,,3.99,,
Vienr. skuvekļi BIC 3 SENSITIVE 4gab.  (0.50 €/gab); (0.87 €/gab),maxima.lv,,1.99,,
Dezodor. FA Pink Passion rull. siev. 50ml (55.80 €/l); (93.80 €/l),maxima.lv,,2.79,55.80,€/l
Ikd. ielikt. TENA Discr.  Ultra Mini 28gab.  (0.12 €/gab); (178.21 €/gab),maxima.lv,,3.49,,
Dezod. NIVEA PEARL&BEAUTY rull. siev. 50ml (55.80 €/l); (59.80 €/l),maxima.lv,,2.79,55.80,€/l
Dezod. NIVEA PEARL&BEAUTY izsmidz. 150ml (19.93 €/l); (38.60 €/l),maxima.lv,,2.99,19.93,€/l
Hig. paketes NATURELLA ULTRA NOR. + 20gab.  (0.15 €/gab); (0.23 €/gab),maxima.lv,,2.99,,
Lubrikants DUREX PLAY AL. VERA 2in1 200ml (39.95 €/l); (62.45 €/l),maxima.lv,,7.99,39.95,€/l
Tualetes bloks SANO Sanobon Blue 55g (39.82 €/kg); (58.00 €/kg),maxima.lv,,2.19,39.82,€/kg
Dušas želeja FA SPORT 400ml (7.97 €/l); (13.22 €/l),maxima.lv,,3.19,7.98,€/l
Mut. sk. līdz. COLGATE Plax Cool Mint 500ml (9.98 €/l); (16.98 €/l),maxima.lv,,4.99,9.98,€/l
Šampūns H&S CLASSIC CLEAN 400ml (12.47 €/l); (13.22 €/l),maxima.lv,,4.99,12.48,€/l
Šampūns H&S MENTHOL 400ml (12.47 €/l); (13.22 €/l),maxima.lv,,4.99,12.48,€/l
Dezod. NIVEA FRESH rull. vīr. 50ml (55.80 €/l); (59.80 €/l),maxima.lv,,2.79,55.80,€/l
Traipu tīr. līdz. SANO Oxygen Stain 750ml (6.12 €/l); (11.05 €/l),maxima.lv,,4.59,6.12,€/l
Dez. REXONA Aloe Vera 48h rull. siev. 50ml (57.80 €/l); (97.80 €/l),maxima.lv,,2.89,57.80,€/l
Tual. tīr. līdz. HARPIC Pow. Plus Citr. 750ml (3.45 €/l); (6.52 €/l),maxima.lv,,2.59,3.45,€/l
Zobu pasta SPLAT Biocalcium 100ml (32.90 €/l); (54.90 €/l),maxima.lv,,3.29,32.90,€/l
Tīr. līdz. KVADRO vannas istabai 730ml (3.55 €/l); (4.92 €/l),maxima.lv,,2.59,3.55,€/l
Virtuves un tauku tīr. līdz. KVADRO 730ml (3.55 €/l); (4.92 €/l),maxima.lv,,2.59,3.55,€/l
Šķidrās ziepes DOVE SILK rez. 500ml (4.58 €/l); (8.38 €/l),maxima.lv,,2.29,4.58,€/l
Matu laka SYOSS Max Hold 300ml (19.97 €/l); (33.30 €/l),maxima.lv,,5.99,19.97,€/l
Tabletes COREGA protēžu tīrīšanai 30gab.  (0.15 €/gab); (0.23 €/gab),maxima.lv,,4.49,,
Gaisa ats. rez. AIRWICK FM Moon Lily. 250ml (23.96 €/l); (34.36 €/l),maxima.lv,,5.99,23.96,€/l
Skaloš. līdz. trauku mazg. maš. FINISH 800ml (6.24 €/l); (10.49 €/l),maxima.lv,,4.99,6.24,€/l
Uroloģ. ieliktņi SENI LADY Plus 15gab.  (0.30 €/gab); (372.67 €/gab),maxima.lv,,4.49,,
Ikdienas ieliktnīši CAREFREE Aloe 76gab.  (0.06 €/gab); (86.71 €/gab),maxima.lv,,4.49,,
Mutes skal. līdz.  LISTERINE Coolmint 1L (6.49 €/l); (10.99 €/l),maxima.lv,,6.49,6.49,€/l
Šampūns H&S APPLE FRESH 400ml (12.47 €/l); (13.22 €/l),maxima.lv,,4.99,12.48,€/l
Trauku mazg. tabl. TRI-BIO 25gab.  (0.24 €/gab); (0.42 €/gab),maxima.lv,,5.99,,
Prezervatīvi LIFESTYLES ORIG. SKYN 10gab.  (0.80 €/gab); (1.25 €/gab),maxima.lv,,7.99,,
Paladziņi SENI SOFT 40x60cm 30 gab.  (0.30 €/gab); (0.40 €/gab),maxima.lv,,8.99,,
Dezod. OLD SPICE WOLFTHORN zīmuļv. 50ml (67.80 €/l); (73.80 €/l),maxima.lv,,3.39,67.80,€/l
Dušas žel. PALMOLIVE REFRESHING 500ml (7.98 €/l); (13.38 €/l),maxima.lv,,3.99,7.98,€/l
Starpzobu diegs JORDAN Flosser 3in1 50gb (0.06 €/gab); (91.39 €/gab),maxima.lv,,1.99,,
Izsmidz. dez. NIVEA Men B&W Original 250ml (15.96 €/l); (29.96 €/l),maxima.lv,,3.99,15.96,€/l
Papīra dvieļi GRITE Blossom 2k.  120lap.  (13.25 €/gab); (17.92 €/gab),maxima.lv,,1.59,,
Higiēn. paketes LADY ANION Day Use 10gab.  (0.25 €/gab); (0.41 €/gab),maxima.lv,,2.49,,
Hig. paketes LADY ANION Night Use 8gab.  (0.31 €/gab); (0.51 €/gab),maxima.lv,,2.49,,
Stiklu tīrīšanas līdz.  CLIN Lemon 500ml (3.98 €/l); (4.58 €/l),maxima.lv,,1.99,3.98,€/l
Izsm. dez. REXONA Invis. B&W 48h vīr. 150ml (19.27 €/l); (32.60 €/l),maxima.lv,,2.89,19.27,€/l
Tual. tīr. līdz.  DOMESTOS Lime 700ml (2.84 €/l); (6.21 €/l),maxima.lv,,1.99,2.84,€/l
Tualetes papīrs ZEWA Moll White 3k.  12r.  (0.42 €/gab); (0.71 €/gab),maxima.lv,,4.99,,
Zobu pasta ELMEX bērniem 0-6 gadiem 50ml (57.80 €/l); (105.80 €/l),maxima.lv,,2.89,57.80,€/l
Zobu pasta ELMEX Sensitive 75ml (59.87 €/l); (117.20 €/l),maxima.lv,,4.49,59.87,€/l
Dušas želeja NIVEA Men Sport vīr. 500ml (7.98 €/l); (13.58 €/l),maxima.lv,,3.99,7.98,€/l
Dezodor.  OLD SPICE WHITEWATER zīm.  50ml (67.80 €/l); (73.80 €/l),maxima.lv,,3.39,67.80,€/l
Autiņb. biksīt. PAMPERS S5 12-17kg 48gab.  (0.31 €/gab); (0.45 €/gab),maxima.lv,,14.99,0.88,€/kg
Tr. mazg. līdz. FAIRY Apple 900ml (3.32 €/l); (3.99 €/l),maxima.lv,,2.99,3.32,€/l
Tr. mazg. līdz. FAIRY Sens. Tea T&Mint 900ml (3.32 €/l); (3.99 €/l),maxima.lv,,2.99,3.32,€/l
Attīr. krēms CIF Lemon ar mikrod.  540g (4.06 €/kg); (7.02 €/kg),maxima.lv,,2.19,4.06,€/kg
Traipu tīrīšanas līdz.  VANISH Gold 200ml (22.95 €/l); (33.45 €/l),maxima.lv,,4.59,22.95,€/l
Veļ. mazg. kaps.  MAYERI Sensitive 32m. r.  (0.25 €/gab); (0.34 €/gab),maxima.lv,,7.99,,
Tīr.  līdz.  CIF kaļķakm. noņemš.  435ml (6.18 €/l); (14.46 €/l),maxima.lv,,2.69,6.18,€/l
Tīr.  līdz.  pelējuma noņemš.  CIF 435ml (6.18 €/l); (14.46 €/l),maxima.lv,,2.69,6.18,€/l
Tīr . līdz.  plīts&grila virsmām CIF 435ml (6.18 €/l); (14.46 €/l),maxima.lv,,2.69,6.18,€/l
Mitrais tual. pap.  ZEWA Aloe Vera 42gab.  (0.05 €/gab); (0.08 €/gab),maxima.lv,,2.29,,
Tr. mazg. līdz. PUR Raspberry 450ml (3.76 €/l); (5.22 €/l),maxima.lv,,1.69,3.76,€/l
Tīrīš. līdz. vann. CILLIT BANG 750ml (5.59 €/l); (10.92 €/l),maxima.lv,,4.19,5.59,€/l
Autiņb. PAMPERS PC S2 4-8kg 68gab (0.21 €/gab); (0.26 €/gab),maxima.lv,,13.99,1.75,€/kg
Traipu tīr. līdz. VANISH Oxi Act.  Pink 1L (5.39 €/l); (8.29 €/l),maxima.lv,,5.39,5.39,€/l
Traipu tīr. līdz. VANISH Oxi Act.  White 1L (5.39 €/l); (8.29 €/l),maxima.lv,,5.39,5.39,€/l
Traipu tīr. līdz. VANISH Oxi Act. Pink 470g (12.74 €/kg); (23.38 €/kg),maxima.lv,,5.99,12.74,€/kg
"Veļ. mazg. līdz. WOOLITE Colors 30m. r. 1,8L (3.88 €/l); (6.83 €/l)",maxima.lv,,6.99,3.88,€/l
"Veļ. mazg. līdz. WOOLITE Darks 30m. r. 1,8L (3.88 €/l); (6.83 €/l)",maxima.lv,,6.99,3.88,€/l
"Šķidr. mazgāš. līdz. WOOLITE Delicate 1,8L (3.88 €/l); (6.83 €/l)",maxima.lv,,6.99,3.88,€/l
Veļas pulv. BEST4HOME Universal 37m. r. 3kg (1.33 €/kg); (1.66 €/kg),maxima.lv,,3.99,1.33,€/kg
Veļ. mazg. līdz. BEST4HOME Univ. 18m. r. 1. 5L (1.79 €/l); (2.26 €/l),maxima.lv,,2.69,0.54,€/l
Veļas mīkstin. koncentr. BEST4HOME28m. r. 1L (2.19 €/l); (2.79 €/l),maxima.lv,,2.19,2.19,€/l
Matu eļļa PANTENE Repair&Protect 100ml (65.90 €/l); (109.90 €/l),maxima.lv,,6.59,65.90,€/l
Autiņb. biksīt. PAMPERS S3 6-11kg 62gab.  (0.24 €/gab); (0.35 €/gab),maxima.lv,,14.99,1.36,€/kg
Autiņb. biksīt. PAMPERS S7 17+kg 38gab.  (0.39 €/gab); (0.56 €/gab),maxima.lv,,14.99,,
Attīroš. putas DZINTARS Roja sejai 150ml (29.93 €/l); (50.60 €/l),maxima.lv,,4.49,29.93,€/l
Tual. bloks skal. tvertnei SANO viol. 150g (29.27 €/kg); (39.93 €/kg),maxima.lv,,4.39,29.27,€/kg
Gaisa atsvaidz. AIRWICK Raspb. Lime 237ml (16.84 €/l); (27.38 €/l),maxima.lv,,3.99,16.84,€/l
Gaisa atsv. AIRWICK Rainy Eucal. &Fr. 237ml (16.84 €/l); (27.38 €/l),maxima.lv,,3.99,16.84,€/l
Gaisa atsv. AIRWICK Fr. Dew&Wh. Jasmin237ml (16.84 €/l); (27.38 €/l),maxima.lv,,3.99,16.84,€/l
"Veļ. mazg. līdz. WOOLITE White 30m. r. 1,8L (3.88 €/l); (6.83 €/l)",maxima.lv,,6.99,3.88,€/l
Veļas mazg. lap. DR. BECKMANN Univer. 25m. r.  (0.20 €/gab); (0.28 €/gab),maxima.lv,,4.99,,
Autiņb. biksīt. PAMPERS S8 19+kg 32gab.  (0.47 €/gab); (0.67 €/gab),maxima.lv,,14.99,,
Tual. bloks KOLORADO Roll Ar. Lemon 2x51g (22.45 €/kg); (29.31 €/kg),maxima.lv,,2.29,44.90,€/kg
Tual. bloks KOLORADO Roll Ar. Flowers2x51g (22.45 €/kg); (29.31 €/kg),maxima.lv,,2.29,44.90,€/kg
Tual. bloks KOLORADO Roll Ar. Lavend. 2x51g (22.45 €/kg); (29.31 €/kg),maxima.lv,,2.29,44.90,€/kg
Tualet. ūd. LA RIVE Her Choice siev. 100ml (69.90 €/l); (119.90 €/l),maxima.lv,,6.99,69.90,€/l
Notekcauruļu tīrīš. granulas SANO 200g (19.95 €/kg); (27.95 €/kg),maxima.lv,,3.99,19.95,€/kg
Autiņb. PAMPERS PC S1 2-5kg 72gab.  (0.19 €/gab); (0.24 €/gab),maxima.lv,,13.99,2.80,€/kg
"Veļas mīkst. SILAN FreshSky 130m. r. 2,86L (3.14 €/l); (4.65 €/l)",maxima.lv,,8.99,3.14,€/l
"Veļas mīkst. SILAN DreamyL. 126m. r. 2,772L (3.24 €/l); (4.79 €/l)",maxima.lv,,8.99,3.24,€/l
"Veļas mīkst. SILAN Sensitive 130m. r. 2,86L (3.14 €/l); (4.65 €/l)",maxima.lv,,8.99,3.14,€/l
"V. mazg. līdz. WOOLITE Col. Fruity30m. r. 1,8L (3.88 €/l); (6.83 €/l)",maxima.lv,,6.99,3.88,€/l
Tual. bloks skal. tvertnei KOLORADO 2x45g (16.56 €/kg); (23.22 €/kg),maxima.lv,,1.49,33.11,€/kg
Papīra dvieļi ZEWA Premium 2k.  120lap.  (0.02 €/gab); (0.03 €/gab),maxima.lv,,2.29,,
"Veļ. mazg. līdz. PERSIL Lav. Col.  80m. r. 3,6L (5.55 €/l); (9.72 €/l)",maxima.lv,,19.99,5.55,€/l
"Veļas pulveris PERSIL Color 20m. r.  1,1kg (6.35 €/kg); (9.08 €/kg)",maxima.lv,,6.99,6.35,€/kg
"Veļ. mazg. līdz. PERSIL Regular 88m. r. 3,96L (5.05 €/l); (8.84 €/l)",maxima.lv,,19.99,5.05,€/l
Saimn. ziepes KASTANIS universālas 150g (7.93 €/kg); (11.27 €/kg),maxima.lv,,1.19,7.93,€/kg
Saimn. ziepes KASTANIS Sensitive/Baby150g (7.93 €/kg); (11.27 €/kg),maxima.lv,,1.19,7.93,€/kg
Veļ. mazg. kaps. PERSIL Discs Col.  13m. r.  (0.50 €/gab); (0.77 €/gab),maxima.lv,,6.49,,
Veļ. pulveris PERSIL Freshness 18m. r. 990g (7.06 €/kg); (10.09 €/kg),maxima.lv,,6.99,7.06,€/kg
"Veļ. mazg. līdz. PERSIL Lavender 40m. r. 1,8L (6.66 €/l); (9.99 €/l)",maxima.lv,,11.99,6.66,€/l
Tīrīš. līdz. THE PINK STUFF grīdām 750ml (3.99 €/l); (6.39 €/l),maxima.lv,,2.99,3.99,€/l
Tīrīš. pasta THE PINK STUFF multif. 850g (4.34 €/kg); (7.05 €/kg),maxima.lv,,3.69,4.34,€/kg
Tīrīš. līdz. THE PINK STUFF multif. 750ml (3.19 €/l); (5.32 €/l),maxima.lv,,2.39,3.19,€/l
Tīr. putas THE PINK STUFF vannasist. 750ml (3.45 €/l); (5.32 €/l),maxima.lv,,2.59,3.45,€/l
Gaisa atsv. AMBI PUR Gold Orchid 185ml (21.57 €/l); (32.38 €/l),maxima.lv,,3.99,21.57,€/l
Tual. papīrs BLOOM Comfort Orange 3k. 16r.  (0.29 €/gab); (0.41 €/gab),maxima.lv,,3.99,,
Kaps. tr. m. maš.  SOMAT Exc. Prem. 5in1 42gb.  (0.40 €/gab); (0.76 €/gab),maxima.lv,,16.99,,
Veļ. mazg. kaps. PERSIL Discs Reg.  13m. r.  (0.50 €/gab); (0.77 €/gab),maxima.lv,,6.49,,
Tual. atsv. DOMESTOS Pow. 5 Ocean 3x50g (22.60 €/kg); (41.93 €/kg),maxima.lv,,3.39,67.80,€/kg
Veļ. mazg. kap. MAYERI Color hipoaler. 32m. r (0.25 €/gab); (0.34 €/gab),maxima.lv,,7.99,,
Tual. tīr. želeja THE PINK STUFF 750ml (3.45 €/l); (5.32 €/l),maxima.lv,,2.59,3.45,€/l
"Veļ. mazg. līdz. KASTANIS Effect 67m. r. 2,7L (4.22 €/l); (5.55 €/l)",maxima.lv,,11.39,4.22,€/l
"Veļ. mazg. līdz. KASTANIS Color 67m. r. 2,7L (4.22 €/l); (5.55 €/l)",maxima.lv,,11.39,4.22,€/l
Trauku mazg. maš. tabl. FINISH Power 85gab.  (0.18 €/gab); (0.49 €/gab),maxima.lv,,14.99,,
"Veļas mazg. līdz. ARIEL Color 70m. r.  3,15L (5.71 €/l); (10.16 €/l)",maxima.lv,,17.99,5.71,€/l
"Veļas mazg. līdz. ARIEL MSpr.  70m. r.  3,15L (5.71 €/l); (10.16 €/l)",maxima.lv,,17.99,5.71,€/l
"Veļ. mīkst. LENOR Lotus Flow.  59m. r. 1,239L (4.51 €/l); (7.09 €/l)",maxima.lv,,5.59,4.51,€/l
"Veļas mīkst. LENOR Spring 71m. r.  1,491L (3.75 €/l); (5.90 €/l)",maxima.lv,,5.59,3.75,€/l
Smaržu gran. LENOR Gold Orchid 22m. r. 270g (28.11 €/kg); (38.48 €/kg),maxima.lv,,6.99,25.89,€/kg
Trauku mazg. līdz. maš. FINISH higiēn. 250ml (21.96 €/l); (32.76 €/l),maxima.lv,,5.49,21.96,€/l
Papīra dvieļi ZEWA W&W Design 2 ruļļi (1.80 €/gab); (2.75 €/gab),maxima.lv,,3.59,,
Gaisa ats. rez. AIRWICK FM White fl.  250ml (23.96 €/l); (34.36 €/l),maxima.lv,,5.99,23.96,€/l
Trauku mazg. līdz. MAYERI Sensitive 500ml (2.78 €/l); (3.78 €/l),maxima.lv,,1.39,2.78,€/l
Tīr. līdz.  SANO Forte Plus plītij 750ml (5.99 €/l); (8.92 €/l),maxima.lv,,4.49,5.99,€/l
Tual. tīr. līdz. HARPIC Pow. Plus Orig. 750ml (3.45 €/l); (6.52 €/l),maxima.lv,,2.59,3.45,€/l
Tual. tīr. līdz.  DOMESTOS Atlantic 750ml (2.39 €/l); (4.92 €/l),maxima.lv,,1.79,2.39,€/l
Dušas želeja FA YOGHURT ALOE VERA 400ml (7.97 €/l); (13.22 €/l),maxima.lv,,3.19,7.98,€/l
"Trauku mazg. līdz. maš.  FINISH sāls 1,5kg (2.33 €/kg); (3.73 €/kg)",maxima.lv,,3.49,2.33,€/kg
Tual. tīr. līdz. HARPIC Power Plus Cl. 750ml (3.45 €/l); (6.52 €/l),maxima.lv,,2.59,3.45,€/l
Zobu pasta SPLAT Ultracomplex 100ml (32.90 €/l); (54.90 €/l),maxima.lv,,3.29,32.90,€/l
Ūdens mīkstinātājs CALGON 750ml (9.32 €/l); (15.32 €/l),maxima.lv,,6.99,9.32,€/l
Trauku mazg. līdz. PUR Aloe Vera 450ml (3.76 €/l); (5.22 €/l),maxima.lv,,1.69,3.76,€/l
Trauku mazg. līdz. PUR Hands&Nails 450ml (3.76 €/l); (5.22 €/l),maxima.lv,,1.69,3.76,€/l
Tual. tīr. līdz. HARPIC Power+Hygien.  750ml (3.45 €/l); (6.52 €/l),maxima.lv,,2.59,3.45,€/l
Tīrīšanas līdz. CILLIT BANG Limesc.  750ml (5.59 €/l); (10.92 €/l),maxima.lv,,4.19,5.59,€/l
Tīr. līdz. CILLIT BANG Grease&Smudg. 750ml (5.59 €/l); (10.92 €/l),maxima.lv,,4.19,5.59,€/l
