title,store,original_price,current_price,unit_price,unit,image_url
VAFELES SELGA AR SĀĻĀS KARAMELES GARŠU 180G,etop.lv,1.59 € - 1.79 €,1.19,6.61,€/kg,https://cdn.etop.lv/products/4750007899263-328x328.png
D DZĒRIENS TĒRVETE MANGO GĀZ.1.5L PET,etop.lv,1.49 € - 1.69 €,1.09,0.73,€/l,https://cdn.etop.lv/products/4750440000905-328x328.png
D DZĒRIENS TĒRVETE CITRONA LAIMA GĀZ.1.5L PET,etop.lv,1.49 € - 1.69 €,1.09,0.73,€/l,https://cdn.etop.lv/products/4750440000912-328x328.png
D DZĒRIENS SPRITE GĀZ.1.5L PET,etop.lv,1.79 € - 1.99 €,1.39,0.93,€/l,https://cdn.etop.lv/products/5000112679168-328x328.png
BIEZPIENA SIERIŅŠ MAGIJA TOFFEE GLAZŪRĀ 45G,etop.lv,,0.55,12.22,€/kg,https://cdn.etop.lv/products/4770299393409-328x328.png
VALRIEKSTI ALIS CO LOBĪTI 500G,etop.lv,7.99 € - 9.19 €,5.29,10.58,€/kg,https://cdn.etop.lv/products/4750195003039-328x328.png
NŪDELES GOLDEN DRAGON AR VISTAS GARŠU 55G,etop.lv,0.64 € - 0.84 €,0.34,6.18,€/kg,https://cdn.etop.lv/products/4820212460029-328x328.png
NŪDELES MAGGI ĀTRI PAGATAVOJAMĀS AR SIERA GARŠU 59.2G,etop.lv,,0.89,15.03,€/kg,https://cdn.etop.lv/products/7613037096187-328x328.png
NŪDELES MAGGI AR VISTAS GAĻAS GARŠU 59.2G,etop.lv,,0.89,15.03,€/kg,https://cdn.etop.lv/products/7613037096002-328x328.png
SALD. PICA DR. OETKER FELICIANA ČETRU SIERU 325G,etop.lv,4.39 € - 4.49 €,2.49,7.66,€/kg,https://cdn.etop.lv/products/5900437007137-328x328.png
SIERS CAMEMBERT PRESIDENT AR VALRIEKSTIEM 120G,etop.lv,1.89 € - 2.09 €,1.49,12.42,€/kg,https://cdn.etop.lv/products/5906207370074-328x328.png
ŠOKOLĀDES BATONIŅŠ LION STANDART 2 PACK 60G,etop.lv,1.25 € - 1.45 €,0.95,15.83,€/kg,https://cdn.etop.lv/products/7613287756633-328x328.png
ŠOKOLĀDES BATONIŅŠ LION PEANUT 2 PACK 62G,etop.lv,1.25 € - 1.45 €,0.95,15.32,€/kg,https://cdn.etop.lv/products/7613287757364-328x328.png
TĒJA MELNĀ LOYD CEYLON 2GX25,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/5900396002075-328x328.png
SALDĒJUMS POLS GOTIŅA GLAZŪRĀ UZ KOCIŅA 75G,etop.lv,0.89 € - 1.09 €,0.59,7.87,€/kg,https://cdn.etop.lv/products/4750025890143-328x328.png
SALDĒJUMS MR.BIG VANIĻAS GARŠA VAFEĻU TRUBIŅĀ 68G,etop.lv,0.99 € - 1.09 €,0.79,11.62,€/kg,https://cdn.etop.lv/products/4740188012001-328x328.png
SALDĒJUMS DRUVA AR ROZĪNĒM GLĀZĪTĒ 70G,etop.lv,0.79 € - 0.89 €,0.59,8.43,€/kg,https://cdn.etop.lv/products/4751032251101-328x328.png
SALDĒJUMS MR.BIG ŠOKOLĀDES VAFEĻU TRUBIŅĀ 68G,etop.lv,0.99 € - 1.09 €,0.79,11.62,€/kg,https://cdn.etop.lv/products/4740188012087-328x328.png
SALDĒJUMS DRUVA CIGORIŅU GLĀZĪTĒ 70G,etop.lv,0.79 € - 0.89 €,0.59,8.43,€/kg,https://cdn.etop.lv/products/4751032251095-328x328.png
D ENERĢIJAS DZĒR.MONSTER MONARCH 500ML CAN,etop.lv,1.29 € - 1.49 €,0.99,1.98,€/l,https://cdn.etop.lv/products/5060896622910-328x328.png
PELMEŅI VECMĀMIŅAS EXTRA BEZ E 700G,etop.lv,3.39 € - 3.69 €,2.79,3.99,€/kg,https://cdn.etop.lv/products/4745092371473-328x328.png
OLAS BALTICOVO KŪTĪ DĒTAS NR.2 A ML 10GAB.,etop.lv,2.99 € - 3.29 €,2.39,,,https://cdn.etop.lv/products/4750456002559-328x328.png
D DZĒRIENS AKVILE CITRONU VIEGLI GĀZ.1.5L PET,etop.lv,0.99 € - 1.19 €,0.69,0.46,€/l,https://cdn.etop.lv/products/4770405227277-328x328.png
D ALUS BEZALK.MEŽPILS 0.5% 0.5L STIKLS,etop.lv,,1.29,2.58,€/l,https://cdn.etop.lv/products/4750049003031-328x328.png
PERSIKI MONDELLO PUSĪTES 820G,etop.lv,2.49 € - 2.79 €,1.89,2.30,€/kg,https://cdn.etop.lv/products/5908234490688-328x328.png
HIGIĒNISKĀS PAKETES ALWAYS ULTRA PLATINUM SUPER DUO 14GAB.,etop.lv,,5.19,,,https://cdn.etop.lv/products/8001090444998-328x328.png
D DZĒRIENS PEPSI MAX GĀZ.1.5L PET,etop.lv,,2.29,1.53,€/l,https://cdn.etop.lv/products/4770477231622-328x328.png
D DZĒRIENS PEPSI GĀZ.1L PET,etop.lv,,1.79,1.79,€/l,https://cdn.etop.lv/products/4770477231608-328x328.png
IKDIENAS IELIKTNĪŠI CAREFREE PLUS LONG FRESH 40GB,etop.lv,,5.79,,,https://cdn.etop.lv/products/3574661500324-328x328.png
ZEĶES SIEVIEŠU STANDARTA VOILA ANTIPRESS 20 DEN 5661 NAT.,etop.lv,1.12 € - 1.32 €,0.82,,,https://cdn.etop.lv/products/4750160566132-328x328.png
ZEĶES SIEVIEŠU STANDARTA VOILA ANTIPRESS 20 DEN 5661 LAMA,etop.lv,1.12 € - 1.32 €,0.82,,,https://cdn.etop.lv/products/4750160566125-328x328.png
ZEĶES SIEVIEŠU STANDARTA VOILA ANTIPRESS 20 DEN 5661 NERO,etop.lv,1.12 € - 1.32 €,0.82,,,https://cdn.etop.lv/products/4750160566118-328x328.png
ZEĶES SIEVIEŠU PUSGARĀS VOILA ANTIPRESS 20 DEN 5662 NATURALE,etop.lv,1.45 € - 1.65 €,1.05,,,https://cdn.etop.lv/products/4750160566231-328x328.png
ZEĶES SIEVIEŠU PUSGARĀS VOILA ANTIPRESS 20 DEN 5662 NERO,etop.lv,1.45 € - 1.65 €,1.05,,,https://cdn.etop.lv/products/4750160566217-328x328.png
GARŠVIELA SANTA MARIA GURĶU MARINĒŠANAI 100G,etop.lv,1.59 € - 1.79 €,1.19,11.90,€/kg,https://cdn.etop.lv/products/7311311005091-328x328.png
IKRU SMĒRIŅŠ ZIGMAS AR GARNELĒM 160G,etop.lv,2.79 € - 3.09 €,2.19,13.69,€/kg,https://cdn.etop.lv/products/4779040611991-328x328.png
GARNEĻU SMĒRIŅŠ ZIGMAS AR AVOKADO 160G,etop.lv,2.79 € - 3.09 €,2.19,13.69,€/kg,https://cdn.etop.lv/products/4779040611694-328x328.png
DZĒRIENS CIGORIŅU ŠĶĪSTOŠS GALKA PAKĀ ŽEŅŠEŅA 100G,etop.lv,1.29 € - 1.49 €,0.99,9.90,€/kg,https://cdn.etop.lv/products/4820000571036-328x328.png
SIERS SN VIEGLAIS RĪVĒTS 150G,etop.lv,,2.09,13.93,€/kg,https://cdn.etop.lv/products/4750485002568-328x328.png
CEPUMI HIPP 6+ 180G,etop.lv,3.79 € - 4.19 €,3.09,17.17,€/kg,https://cdn.etop.lv/products/9062300137276-328x328.png
PUSSPĀRNI RĪGAS MIESNIEKS CĀĻA ASIE 400G,etop.lv,,2.99,7.48,€/kg,https://cdn.etop.lv/products/4750174001667-328x328.png
ŠĶIŅĶI ĶEKAVA CĀĻA GARDĀ LAUKU MARINĀDĒ ATKAULOTI 400G,etop.lv,,3.99,9.98,€/kg,https://cdn.etop.lv/products/4750303016500-328x328.png
RIEKSTU AUGĻU MAISĪJUMS ALIS CO MIX IKDIENU 500G,etop.lv,4.59 € - 4.99 €,3.89,7.78,€/kg,https://cdn.etop.lv/products/4750195024102-328x328.png
PISTĀCIJAS ALIS CO GRAUZDĒTAS UN SĀLĪTAS 300G,etop.lv,6.99 € - 8.69 €,5.99,19.97,€/kg,https://cdn.etop.lv/products/4750195014752-328x328.png
ROZĪŅU JUMBO ALIS CO MAISĪJUMS MIX 200G,etop.lv,2.65 € - 2.95 €,2.05,10.25,€/kg,https://cdn.etop.lv/products/4750195004531-328x328.png
RIEKSTU MAISĪJUMS KĀRUMNIEKIEM PREMIUM 300G,etop.lv,4.49 € - 4.89 €,3.79,12.63,€/kg,https://cdn.etop.lv/products/4750195017074-328x328.png
INGVERS ALIS CO 200G,etop.lv,2.19 € - 2.39 €,1.79,8.95,€/kg,https://cdn.etop.lv/products/4750195017050-328x328.png
RIEKSTU MAISĪJUMS ALIS CO 250G,etop.lv,4.59 € - 4.99 €,3.89,15.56,€/kg,https://cdn.etop.lv/products/4750195019429-328x328.png
BALTMAIZE OPĀ 300G,etop.lv,,0.31,1.03,€/kg,https://cdn.etop.lv/products/4751023452371-328x328.png
MARGARĪNS DELMA SVIESTMAIZĒM 20% 450G,etop.lv,,1.49,3.31,€/kg,https://cdn.etop.lv/products/8719200240902-328x328.png
SIERS SN TILZĪTES ŠĶĒLĒS 150G,etop.lv,,1.99,13.27,€/kg,https://cdn.etop.lv/products/4750093003377-328x328.png
SIERS SN HOLANDES ŠĶĒLĒS 150G,etop.lv,,1.99,13.27,€/kg,https://cdn.etop.lv/products/4750485000731-328x328.png
EĻĻA TIP TOP SAULESPUĶU 1L,etop.lv,,1.99,1.99,€/l,https://cdn.etop.lv/products/4751023452401-328x328.png
PASTĒTE ĀDAŽI EKSTRA AKNU 120G,etop.lv,,0.69,5.75,€/kg,https://cdn.etop.lv/products/4751015680089-328x328.png
ROLMOPŠI KAIJA SIĻĶU MARINĀDĒ 480G,etop.lv,3.85 € - 4.99 €,2.99,6.23,€/kg,https://cdn.etop.lv/products/4751007734998-328x328.png
PAPĪRA DVIELIS OPĀ 2 KĀRTAS 1 RULLIS 300 LAPAS,etop.lv,,1.89,,,https://cdn.etop.lv/products/4751023452418-328x328.png
D DZĒRIENS RASA ĒRKŠĶOGU GĀZ. 2L PET,etop.lv,1.59 € - 1.62 €,1.19,0.60,€/l,https://cdn.etop.lv/products/4770063234433-328x328.png
D DZĒRIENS RASA KAKTUSS LAIMS GĀZ.2L PET,etop.lv,1.59 € - 1.62 €,1.19,0.60,€/l,https://cdn.etop.lv/products/4770063234440-328x328.png
NŪDELES GOLDEN DRAGON AR CŪKGAĻAS GARŠU 55G,etop.lv,0.64 € - 0.84 €,0.34,6.18,€/kg,https://cdn.etop.lv/products/4820212460098-328x328.png
NŪDELES GOLDEN DRAGON AR LIELLOPU GARŠU 55G,etop.lv,0.64 € - 0.84 €,0.34,6.18,€/kg,https://cdn.etop.lv/products/4820212460067-328x328.png
ŠAMPŪNS UN DUŠAS ŽELEJA OLD SPICE TIGER CLAW 400ML,etop.lv,4.29 € - 4.69 €,3.59,8.98,€/l,https://cdn.etop.lv/products/8006540456484-328x328.png
DEZODORANTS SPRAY OLD SPICE WHITEWATER 150ML,etop.lv,4.09 € - 4.49 €,3.39,22.60,€/l,https://cdn.etop.lv/products/4084500479821-328x328.png
DEZODORANTS SPRAY OLD SPICE WOLFTHORN 150ML,etop.lv,4.09 € - 4.49 €,3.39,22.60,€/l,https://cdn.etop.lv/products/4015600306595-328x328.png
LOSJONS PĒC SKŪŠANĀS OLD SPICE WHITEWATER 100ML,etop.lv,6.99 € - 7.89 €,5.99,59.90,€/l,https://cdn.etop.lv/products/5000174440256-328x328.png
CĪSIŅI TIP TOP DOKTORA MINI 300G,etop.lv,,1.69,5.63,€/kg,https://cdn.etop.lv/products/4751023452487-328x328.png
EĻĻA COSTA DORO OLĪVU POMACE 500ML,etop.lv,,7.59,15.18,€/l,https://cdn.etop.lv/products/8007270010137-328x328.png
VEĻAS PULVERIS ARIEL ALPINE FRESH 1.1KG 20MR,etop.lv,,11.99,10.90,€/kg,https://cdn.etop.lv/products/8006540940334-328x328.png
KĀPOSTI TIP TOP SKĀBĒTI AR BURKĀNIEM 900G,etop.lv,,2.19,2.43,€/kg,https://cdn.etop.lv/products/4751023452678-328x328.png
SERVELĀDE BIOVELA AUKSTI KŪP. 110G,etop.lv,1.59 € - 1.79 €,1.19,10.82,€/kg,https://cdn.etop.lv/products/4770081164859-328x328.png
GARŠVIELA SANTA MARIA UNIVERSĀLĀ 160G,etop.lv,2.49 € - 2.79 €,1.89,11.81,€/kg,https://cdn.etop.lv/products/7311311006579-328x328.png
MAKARONI ITALPASTA CAPELLI D'ANGELO CORTI NR.131 500G,etop.lv,1.69 € - 1.89 €,1.29,2.58,€/kg,https://cdn.etop.lv/products/8009940001117-328x328.png
MAKARONI ITALPASTA CHIFFERINI RIGATI NR.51 500G,etop.lv,1.69 € - 1.89 €,1.29,2.58,€/kg,https://cdn.etop.lv/products/8009940000424-328x328.png
SKŪŠANĀS ŽELEJA GILLETE SC JŪTIGAI ĀDAI SIEV.200ML,etop.lv,6.69 € - 7.15 €,4.49,22.45,€/l,https://cdn.etop.lv/products/3014260223007-328x328.png
RIEKSTI ALIS CO CIEDRU 60G,etop.lv,3.59 € - 3.89 €,2.99,49.83,€/kg,https://cdn.etop.lv/products/4750195004333-328x328.png
SALDĒJUMS TWISTER GREEN 71G,etop.lv,0.89 € - 1.09 €,0.59,8.31,€/kg,https://cdn.etop.lv/products/8711327575646-328x328.png
BIEZENIS HIPP RĪSI AR BROKOĻIEM TRUŠA GAĻU 8+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300106807-328x328.png
SIERS CAMEMBERT PRESIDENT NATURAL 120G,etop.lv,1.89 € - 2.09 €,1.49,12.42,€/kg,https://cdn.etop.lv/products/5906207510074-328x328.png
SALDAIS KRĒJUMS EXPORTA 35% 500ML,etop.lv,,3.95,7.90,€/l,https://cdn.etop.lv/products/4750072030301-328x328.png
SVIESTS EXPORTA 82.5% 200G,etop.lv,,2.19,10.95,€/kg,https://cdn.etop.lv/products/4750072131367-328x328.png
MANNA DOBELE 1KG,etop.lv,,2.19,2.19,€/kg,https://cdn.etop.lv/products/4750020020132-328x328.png
MILTU MAISĪJUMS DOBELE PANKŪKAS PLĀNĀS 400G,etop.lv,1.59 € - 1.79 €,1.19,2.98,€/kg,https://cdn.etop.lv/products/4750020040130-328x328.png
MILTU MAISĪJUMS DOBELE PANKŪKAS IECIENĪTĀS 400G,etop.lv,1.29 € - 1.49 €,0.99,2.48,€/kg,https://cdn.etop.lv/products/4750020040116-328x328.png
SIERS SMILTENE HOLANDES 45% SVERAMS,etop.lv,8.99 € - 11.29 €,5.99,,,https://cdn.etop.lv/products/23115009-328x328.png
ZEFĪRS LAIMA KRĒJUMA 200G,etop.lv,2.19 € - 2.39 €,1.79,8.95,€/kg,https://cdn.etop.lv/products/4750001002843-328x328.png
ŠOKOLĀDES KONFEKTES LAIMA LĀCĪTIS ĶEPAINĪTIS SVER.,etop.lv,,14.99,,,https://cdn.etop.lv/products/4750001952872-328x328.png
DESA ĶEKAVA CĀĻA AR OLU 400G,etop.lv,2.09 € - 2.29 €,1.69,4.22,€/kg,https://cdn.etop.lv/products/4750303000172-328x328.png
SĀLS SANTA MARIA ĶIPLOKU 77G,etop.lv,1.59 € - 1.79 €,1.19,15.45,€/kg,https://cdn.etop.lv/products/7311311017223-328x328.png
JOGURTS BALTAIS TURKU MANGO 300G,etop.lv,1.29 € - 1.49 €,0.99,3.30,€/kg,https://cdn.etop.lv/products/4750072013588-328x328.png
ŠOKOLĀDES BATONIŅŠ LION BALTAIS 60G,etop.lv,1.25 € - 1.45 €,0.95,15.83,€/kg,https://cdn.etop.lv/products/7613037480009-328x328.png
SALD. KARTUPEĻI AVIKO FRĪ ORIGINAL GRATIS +20% 900G,etop.lv,3.99 € - 4.19 €,2.99,3.32,€/kg,https://cdn.etop.lv/products/8710449945092-328x328.png
ČIPSI ESTRELLA AR LAUKU KRĒJUMA UN SĪPOLU GARŠU 130G,etop.lv,2.09 € - 2.29 €,1.69,13.00,€/kg,https://cdn.etop.lv/products/4779028345740-328x328.png
CEPUMI SIGULDAS MAIZNIEKS MINŪTĪTE 400G,etop.lv,3.29 € - 3.79 €,2.49,6.22,€/kg,https://cdn.etop.lv/products/4750432020423-328x328.png
KONSERVI TUNCIS KAIJA AROMĀTISKĀ AUGU EĻĻĀ 160G,etop.lv,3.39 € - 3.69 €,2.79,17.44,€/kg,https://cdn.etop.lv/products/4751007735193-328x328.png
SALDĒJUMS BALTIJA VANIĻAS 95G,etop.lv,1.39 € - 1.59 €,0.99,10.42,€/kg,https://cdn.etop.lv/products/8711327403864-328x328.png
JOGURTA DZĒRIENS SUPER BROKASTIS AR MARAKUJU UN ČIA 700G,etop.lv,2.19 € - 2.35 €,1.39,1.99,€/kg,https://cdn.etop.lv/products/4750072513835-328x328.png
JOGURTA DZĒRIENS SUPER BROKASTIS AR MANGO UN ČIA SĒKLĀM 700G,etop.lv,1.99 € - 2.19 €,1.39,1.99,€/kg,https://cdn.etop.lv/products/4750072513828-328x328.png
MAFINI ZAFIRA AR AVEŅU GARŠU 300G,etop.lv,3.19 € - 3.49 €,2.59,8.63,€/kg,https://cdn.etop.lv/products/4751000838099-328x328.png
MAFINI ZAFIRA AR MARMELĀDES GABALIŅIEM 300G,etop.lv,3.19 € - 3.49 €,2.59,8.63,€/kg,https://cdn.etop.lv/products/4751000838365-328x328.png
HIGIĒNISKĀS PAKETES ALWAYS ULTRA PLATINUM NIGHT DUO 12GAB.,etop.lv,,5.19,,,https://cdn.etop.lv/products/8001090445070-328x328.png
HIGIĒNISKĀS PAKETES ALWAYS ULTRA PLATINUM NORMAL DUO 16GAB.,etop.lv,,5.19,,,https://cdn.etop.lv/products/8001090444912-328x328.png
HIGIĒNISKĀS PAKETES ALWAYS ULTRA DUO EXTRA NIGHT 12GAB.,etop.lv,3.59 € - 3.89 €,2.99,,,https://cdn.etop.lv/products/4015400612469-328x328.png
KĀPOSTI DIMDIŅI ŠTOVĒTI 500G PACIŅA,etop.lv,1.79 € - 1.99 €,1.39,2.78,€/kg,https://cdn.etop.lv/products/4751001620624-328x328.png
CEPAMPELMEŅI RĪGAS MIESNIEKS AR GAĻU SIERU 450G,etop.lv,,3.99,8.87,€/kg,https://cdn.etop.lv/products/4750174441470-328x328.png
KONSERVI ŠPROTES BRĪVAIS VILNIS LIELĀS EĻĻĀ 240G EO,etop.lv,2.89 € - 3.19 €,2.29,9.54,€/kg,https://cdn.etop.lv/products/4750616001651-328x328.png
KAFIJAS PUPIŅAS MERRILD ARABICA 1KG,etop.lv,,33.99,33.99,€/kg,https://cdn.etop.lv/products/8000070201347-328x328.png
BALTĀ ŠOKOLĀDE SCHOGETTEN 100G,etop.lv,2.19 € - 2.39 €,1.79,17.90,€/kg,https://cdn.etop.lv/products/4000415856601-328x328.png
PIENA ŠOKOLĀDE SCHOGETTEN AR LAZDU RIEKSTIEM 100G,etop.lv,2.19 € - 2.39 €,1.79,17.90,€/kg,https://cdn.etop.lv/products/4000607851001-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NATURALE 2,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565579-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NERO 2,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565517-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NATURALE 3,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565586-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NEUTRO 2,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160566569-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NERO 3,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565524-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NEUTRO 3,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160566576-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NATURALE 4,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565593-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NERO 4,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160565531-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NEUTRO 4,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160566583-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NERO 5XL,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160566651-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 40 DEN 5655 NEUTRO 5XL,etop.lv,2.49 € - 2.79 €,1.89,,,https://cdn.etop.lv/products/4750160566644-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NEUTRO 2,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160566538-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NATURALE 3,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160565388-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NEUTRO 3,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160566545-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NERO 3,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160565326-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NATURALE 4,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160565395-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NEUTRO 4,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160566552-328x328.png
ZEĶUBIKSES SIEVIEŠU VOILA VANISE 20 DEN 5653 NERO 4,etop.lv,1.82 € - 2.02 €,1.42,,,https://cdn.etop.lv/products/4750160565333-328x328.png
SVIESTS BALTAIS 82.5% 175G,etop.lv,,1.99,11.37,€/kg,https://cdn.etop.lv/products/4750072131343-328x328.png
ŠAMPŪNS SCHAUMA COLOR SHINE 250ML,etop.lv,,3.79,15.16,€/l,https://cdn.etop.lv/products/3838824014081-328x328.png
ŠAMPŪNS SCHAUMA VĪRIEŠIEM 250ML,etop.lv,,3.79,15.16,€/l,https://cdn.etop.lv/products/4012800567658-328x328.png
ŽELEJKONFEKTES HARIBO GOLDBAREN 100G,etop.lv,1.59 € - 1.79 €,1.19,11.90,€/kg,https://cdn.etop.lv/products/4001686301555-328x328.png
ŽELEJKONFEKTES HARIBO HAPPY COLA 100G,etop.lv,1.59 € - 1.79 €,1.19,11.90,€/kg,https://cdn.etop.lv/products/9002975323369-328x328.png
MUSLI BATONIŅŠ HERKULESS AR RIEKSTIEM ŠOKOLĀDI 25G,etop.lv,0.65 € - 0.85 €,0.35,14.00,€/kg,https://cdn.etop.lv/products/4750020001629-328x328.png
DESA JELGAVAS JUBILEJAS AUK. KŪP. 280G,etop.lv,3.09 € - 3.39 €,2.49,8.89,€/kg,https://cdn.etop.lv/products/4751002209903-328x328.png
PIENA ŠOKOLĀDE KARL FAZER AR LAZDU RIEKSTIEM 200G,etop.lv,4.69 € - 5.09 €,3.99,19.95,€/kg,https://cdn.etop.lv/products/6411401015151-328x328.png
IEVĀRĪJUMS SPILVA AVEŅU 380G,etop.lv,4.19 € - 4.59 €,3.49,9.18,€/kg,https://cdn.etop.lv/products/4750022117069-328x328.png
ŽELEJKONFEKTES ROSHEN YUMMI GUMMI BEAR MIX 70G,etop.lv,0.99 € - 1.19 €,0.69,9.86,€/kg,https://cdn.etop.lv/products/4823077636349-328x328.png
ŽELEJKONFEKTES ROSHEN YUMMI GUMMI DONUTS 70G,etop.lv,0.99 € - 1.19 €,0.69,9.86,€/kg,https://cdn.etop.lv/products/4823077636370-328x328.png
ŽELEJKONFEKTES ROSHEN YUMMI GUMMI FIZZY WORMS 70G,etop.lv,0.99 € - 1.19 €,0.69,9.86,€/kg,https://cdn.etop.lv/products/4823077636387-328x328.png
MAKARONI DOBELE LINGUINE NR.20 500G,etop.lv,1.29 € - 1.39 €,0.89,1.78,€/kg,https://cdn.etop.lv/products/4750020051792-328x328.png
KEČUPS SPILVA TOMĀTU ORIĢINĀLAIS 500G,etop.lv,3.09 € - 3.39 €,2.49,4.98,€/kg,https://cdn.etop.lv/products/4750022039194-328x328.png
KRĒMSIERS BALTAIS KLASISKAIS 150G,etop.lv,1.75 € - 1.79 €,1.39,9.27,€/kg,https://cdn.etop.lv/products/4750072112496-328x328.png
SKUVEKĻI GILLETTE BLUE AR MITR.STRĪPU VIENREIZLIET.VĪR.5GAB.,etop.lv,3.29 € - 3.99 €,1.99,,,https://cdn.etop.lv/products/7702018849031-328x328.png
CEPUMI MILKA SENSATIONS AR ŠOK.PILD.156G,etop.lv,2.49 € - 2.79 €,1.89,12.12,€/kg,https://cdn.etop.lv/products/7622210998781-328x328.png
GRAUDAINAIS BIEZPIENS BALTAIS 7% 500G,etop.lv,,2.99,5.98,€/kg,https://cdn.etop.lv/products/4750072127179-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS CRONAT GOLD 100G STIKLS,etop.lv,5.09 € - 5.49 €,4.39,43.90,€/kg,https://cdn.etop.lv/products/8711000517857-328x328.png
BALTMAIZE FAZER KEFĪRA VĒRTĪGĀ 350G,etop.lv,,1.38,3.94,€/kg,https://cdn.etop.lv/products/4750212901447-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS KRONUNG 200G STIKLS,etop.lv,9.29 € - 10.19 €,8.29,41.45,€/kg,https://cdn.etop.lv/products/8711000517949-328x328.png
SKĀBAIS KRĒJUMS BALTAIS 20% 500G,etop.lv,2.59 € - 2.89 €,1.79,3.58,€/kg,https://cdn.etop.lv/products/4750072112816-328x328.png
BARĪBA KAĶIEM KONS.GOURMET GOLD JĒRS ZAĻĀS PUPIŅAS 85G,etop.lv,,0.85,10.00,€/kg,https://cdn.etop.lv/products/7613035465695-328x328.png
DEZODORANTS ZĪM. OLD SPICE WOLFTHORN 50ML,etop.lv,4.09 € - 4.49 €,3.39,67.80,€/l,https://cdn.etop.lv/products/8700216162173-328x328.png
DEZODORANTS ZĪM.OLD SPICE WHITEWATER 50ML,etop.lv,4.09 € - 4.49 €,3.39,67.80,€/l,https://cdn.etop.lv/products/8700216162180-328x328.png
KAFIJAS PUPIŅAS LAVAZZA ORO 1KG,etop.lv,33.99 € - 38.99 €,21.99,21.99,€/kg,https://cdn.etop.lv/products/8000070020566-328x328.png
SALD. KOTLETES DAERS VISTAS 500G,etop.lv,2.09 € - 2.29 €,1.69,3.38,€/kg,https://cdn.etop.lv/products/4751000801420-328x328.png
SALD. KRUASĀNI IZCEP PATS MINI SVIESTA 9GAB 300G,etop.lv,,4.19,13.97,€/kg,https://cdn.etop.lv/products/4750192770491-328x328.png
PIENS MLEKO UHT 1.5% 1L,etop.lv,1.19 € - 1.39 €,0.89,0.89,€/l,https://cdn.etop.lv/products/5900512300344-328x328.png
PIENS MLEKO UHT 3.2% 1L,etop.lv,1.25 € - 1.45 €,0.95,0.95,€/l,https://cdn.etop.lv/products/5900512300320-328x328.png
